Year,Type,Country,Activity,Sex,Fatal,Sharks,Month
2013,UNPROVOKED,SOUTH AFRICA,Free diving,Male,NO,Other sharks,apr
2013,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2013,UNPROVOKED,FRENCH POLYNESIA,Kite boarding,Male,NO,Other sharks,apr
2013,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2013,UNPROVOKED,BELIZE,Snorkeling,Female,NO,Other sharks,mar
2013,PROVOKED,SOUTH AFRICA,Fishing - 'tag & release',Male,NO,Other sharks,mar
2013,UNPROVOKED,JAMAICA,Spearfishing,Male,YES,Other sharks,mar
2013,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,mar
2013,UNPROVOKED,PHILIPPINES,Swimming to shore with floatioon devices after boat engine conked out,Male,NO,Other sharks,mar
2013,UNPROVOKED,NEW ZEALAND,Swimming,Male,YES,White shark,feb
2013,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,feb
2013,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,feb
2013,UNPROVOKED,FRENCH POLYNESIA,Scuba diving,Male,NO,Other sharks,feb
2013,BOAT,AUSTRALIA,Fishing,Male,NO,White shark,jan
2013,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jan
2013,UNPROVOKED,NEW ZEALAND,Spearfishing,Male,NO,Other sharks,jan
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,dec
2012,UNPROVOKED,AUSTRALIA,Paddle boarding,Male,NO,Other sharks,dec
2012,UNPROVOKED,SOUTH AFRICA,Swimming,Male,YES,Other sharks,dec
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,dec
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,dec
2012,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,dec
2012,UNPROVOKED,USA,Snorkeling,Male,NO,Other sharks,nov
2012,UNPROVOKED,MEXICO,Swimming,Male,YES,Other sharks,nov
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2012,UNPROVOKED,USA,Diving,Male,NO,Other sharks,nov
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2012,UNPROVOKED,USA,Surfing,Male,NO,White shark,oct
2012,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,oct
2012,UNPROVOKED,USA,Surfing,Male,YES,White shark,oct
2012,UNPROVOKED,USA,Paddle boarding,Male,NO,Other sharks,oct
2012,UNPROVOKED,AUSTRALIA,Bodyboarding,Male,NO,Other sharks,oct
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2012,UNPROVOKED,TONGA,Swimming,Female,NO,Other sharks,sep
2012,UNPROVOKED,USA,Boogie boarding,Female,NO,Other sharks,sep
2012,UNPROVOKED,USA,Swimming or boogie boarding,Female,NO,Other sharks,sep
2012,PROVOKED,SCOTLAND,Shark fishing,Male,NO,Other sharks,aug
2012,UNPROVOKED,USA,Free diving ,Male,NO,Other sharks,aug
2012,UNPROVOKED,REUNION,Surfing,Male,NO,Other sharks,aug
2012,UNPROVOKED,FRENCH POLYNESIA,Spearfishing,Male,NO,Other sharks,aug
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,jul
2012,UNPROVOKED,USA,Body surfing,Male,NO,White shark,jul
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,YES,White shark,jul
2012,BOAT,USA,Kayaking,Male,NO,Other sharks,jul
2012,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,jul
2012,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2012,UNPROVOKED,USA,Sitting in the water,Female,NO,Other sharks,jun
2012,UNPROVOKED,AUSTRALIA,Surf skiing ,Male,NO,Other sharks,jun
2012,PROVOKED,USA,Fishing,Male,NO,Other sharks,jun
2012,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,jun
2012,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2012,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2012,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,jun
2012,UNPROVOKED,AUSTRALIA,Surf skiing ,Male,NO,White shark,jun
2012,UNPROVOKED,USA,Wading,Female,NO,Other sharks,may
2012,UNPROVOKED,MEXICO,Free diving / spearfishing,Male,NO,Other sharks,may
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,may
2012,BOAT,USA,Kayak Fishing,Male,NO,Other sharks,may
2012,BOAT,USA,Kayaking / Fishing,Male,NO,White shark,may
2012,UNPROVOKED,USA,Paddle boarding,Female,NO,White shark,may
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2012,UNPROVOKED,SOUTH AFRICA,Body boarding,Male,YES,White shark,apr
2012,BOAT,AUSTRALIA,Kayaking,Male,NO,White shark,apr
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2012,UNPROVOKED,AUSTRALIA,Scuba diving,Male,YES,White shark,mar
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,mar
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2012,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,mar
2012,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2012,PROVOKED,AUSTRALIA,"Diving, feeding sharks",Female,NO,Other sharks,mar
2012,UNPROVOKED,USA,Kite Surfing,Male,NO,Other sharks,mar
2012,PROVOKED,USA,Kite Surfing,Male,NO,Other sharks,feb
2012,UNPROVOKED,AUSTRALIA,Fishing,Male,NO,Other sharks,feb
2012,UNPROVOKED,AUSTRALIA,Snorkeling,Male,NO,Other sharks,jan
2012,UNPROVOKED,BAHAMAS,"Diving, photographing sharks",Male,NO,Other sharks,jan
2012,PROVOKED,TAIWAN,Fishing,Male,NO,Other sharks,jan
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,jan
2012,UNPROVOKED,SOUTH AFRICA,Swimming,Male,YES,Other sharks,jan
2012,UNPROVOKED,USA,Surfing,Male,NO,White shark,jan
2012,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,jan
2012,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,jan
2011,PROVOKED,USA,Canoeing,Male,NO,Other sharks,dec
2011,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,dec
2011,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,dec
2011,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,Other sharks,nov
2011,BOAT,USA,Kayaking,Male,NO,White shark,nov
2011,UNPROVOKED,USA,Surfing,Male,NO,White shark,oct
2011,UNPROVOKED,SCOTLAND,Surfing,Male,NO,Other sharks,oct
2011,UNPROVOKED,AUSTRALIA,Diving,Male,YES,White shark,oct
2011,UNPROVOKED,USA,Surfing,Male,NO,White shark,oct
2011,UNPROVOKED,AUSTRALIA,Diving,Male,NO,Other sharks,oct
2011,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2011,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2011,BOAT,REUNION,Canoeing,Male,NO,Other sharks,oct
2011,UNPROVOKED,SOUTH AFRICA,Swimming,Male,NO,White shark,sep
2011,UNPROVOKED,USA,Spearfishing,Male,NO,Other sharks,sep
2011,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2011,UNPROVOKED,PAPUA NEW GUINEA,Kite Surfing,Male,NO,Other sharks,sep
2011,UNPROVOKED,AUSTRALIA,Body boarding,Male,YES,White shark,sep
2011,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2011,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2011,UNPROVOKED,SOUTH AFRICA,Surfing,Male,YES,White shark,aug
2011,UNPROVOKED,USA,Wading,Female,NO,Other sharks,aug
2011,UNPROVOKED,RUSSIA,Swimming,Male,NO,Other sharks,aug
2011,UNPROVOKED,FRENCH POLYNESIA,Surfing,Male,NO,Other sharks,aug
2011,UNPROVOKED,SEYCHELLES,Swimming or Snorkeling,Male,YES,Other sharks,aug
2011,INVALID,USA,Playing in the surf,Male,NO,Other sharks,aug
2011,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,White shark,jul
2011,UNPROVOKED,SOUTH AFRICA,Scuba diving,Male,NO,Other sharks,jun
2011,UNPROVOKED,USA,Playing in the surf,Female,NO,Other sharks,jun
2011,UNPROVOKED,USA,Surfing,Male,NO,White shark,jun
2011,UNPROVOKED,TURKS & CAICOS,Spearfishing,Male,NO,Other sharks,jun
2011,UNPROVOKED,USA,Scuba diving,Male,NO,Other sharks,jun
2011,UNPROVOKED,USA,Spearfishing,Male,NO,Other sharks,jun
2011,UNPROVOKED,USA,Wading,Male,NO,Other sharks,jun
2011,UNPROVOKED,MALAYSIA,Snorkeling,Female,NO,Other sharks,jun
2011,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,White shark,may
2011,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,may
2011,UNPROVOKED,USA,Paddle boarding,Female,NO,Other sharks,may
2011,UNPROVOKED,SOUTH AFRICA,Spearfishing,Male,YES,Other sharks,may
2011,UNPROVOKED,NEW CALEDONIA,Kite Boarding,Male,YES,Other sharks,may
2011,PROVOKED,USA,Fishing ,Male,NO,Other sharks,may
2011,UNPROVOKED,USA,Spearfishing,Male,NO,Other sharks,apr
2011,UNPROVOKED,AUSTRALIA,Washing sand off a speared fish,Male,NO,Other sharks,apr
2011,UNPROVOKED,USA,Surfing ,Male,NO,Other sharks,apr
2011,UNPROVOKED,NEW ZEALAND,Surfing,Male,NO,Other sharks,apr
2011,UNPROVOKED,INDONESIA,Surfing,Male,NO,Other sharks,apr
2011,PROVOKED,USA,"Standing, holding shark pup",Male,NO,Other sharks,mar
2011,UNPROVOKED,MEXICO,Swimming,Female,NO,Other sharks,mar
2011,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,mar
2011,UNPROVOKED,AUSTRALIA,Wakeboarding,Female,NO,Other sharks,mar
2011,PROVOKED,AUSTRALIA,Fishing,Male,NO,Other sharks,feb
2011,UNPROVOKED,NEW CALEDONIA,Spearfishing,Male,NO,Other sharks,feb
2011,UNPROVOKED,AUSTRALIA,Diving for abalone,Male,YES,White shark,feb
2011,PROVOKED,AUSTRALIA,Fishing,Male,NO,Other sharks,feb
2011,UNPROVOKED,MEXICO,Swimming,Female,NO,Other sharks,jan
2011,UNPROVOKED,BAHAMAS,Scuba diving,Male,NO,Other sharks,jan
2010,UNPROVOKED,USA,Body boarding,Male,NO,Other sharks,dec
2010,UNPROVOKED,EGYPT,Snorkeling,Female,YES,White shark,dec
2010,UNPROVOKED,EGYPT,Snorkeling,Male,NO,Other sharks,dec
2010,UNPROVOKED,EGYPT,Snorkeling,Male,NO,Other sharks,dec
2010,UNPROVOKED,EGYPT,Snorkeling,Female,NO,White shark,nov
2010,UNPROVOKED,EGYPT,Snorkeling,Female,NO,White shark,nov
2010,BOAT,AUSTRALIA,Fishing,Male,NO,White shark,nov
2010,UNPROVOKED,AUSTRALIA,Snorkeling,Female,NO,White shark,oct
2010,UNPROVOKED,USA,Scuba diving,Male,NO,Other sharks,oct
2010,UNPROVOKED,USA,Body boarding,Male,YES,White shark,oct
2010,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,oct
2010,UNPROVOKED,BAHAMAS,Snorkeling,Male,NO,Other sharks,oct
2010,UNPROVOKED,BAHAMAS,Surfing,Female,NO,Other sharks,oct
2010,UNPROVOKED,USA,Surfing,Male,NO,White shark,sep
2010,UNPROVOKED,SOUTH AFRICA,Swimming,Male,YES,White shark,sep
2010,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,sep
2010,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,sep
2010,UNPROVOKED,AUSTRALIA,Surfing,Male,YES,White shark,aug
2010,BOAT,USA,Kayak Fishing,Male,NO,White shark,aug
2010,UNPROVOKED,MALTA,Windsurfing,Male,NO,Other sharks,aug
2010,BOAT,USA,Kayaking,Male,NO,White shark,aug
2010,UNPROVOKED,USA,Standing,Female,NO,Other sharks,aug
2010,UNPROVOKED,USA,Standing,Male,NO,Other sharks,jul
2010,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jul
2010,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,jul
2010,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jul
2010,PROVOKED,SPAIN,Swimming,Male,NO,Other sharks,jul
2010,PROVOKED,USA,Fishing,Male,NO,Other sharks,jul
2010,PROVOKED,USA,Fishing,Male,NO,Other sharks,jul
2010,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jul
2010,UNPROVOKED,USA,Stand-Up Paddleboarding,Male,NO,Other sharks,jul
2010,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2010,UNPROVOKED,VIETNAM,Swimming,Male,NO,Other sharks,jun
2010,UNPROVOKED,USA,Boogie Boarding,Female,NO,Other sharks,jun
2010,PROVOKED,USA,Fishing,Male,NO,Other sharks,may
2010,UNPROVOKED,VIETNAM,Rescuing,Female,NO,Other sharks,may
2010,UNPROVOKED,VIETNAM,Swimming,Female,NO,Other sharks,may
2010,UNPROVOKED,USA,Wading,Female,NO,Other sharks,may
2010,PROVOKED,USA,Measuring sharks,Male,NO,Other sharks,apr
2010,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2010,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,apr
2010,UNPROVOKED,EGYPT,Swimming / treading water,Male,NO,White shark,apr
2010,UNPROVOKED,REUNION,Surfing,Male,NO,Other sharks,mar
2010,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,feb
2010,UNPROVOKED,AUSTRALIA,Snorkeling,Female,NO,Other sharks,feb
2010,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,feb
2010,PROVOKED,NEW ZEALAND,Spearfishing,Male,NO,Other sharks,feb
2010,UNPROVOKED,AUSTRALIA,Body boarding,Male,NO,White shark,feb
2010,PROVOKED,USA,Surf fishing / wading,Male,NO,Other sharks,feb
2010,PROVOKED,NEW ZEALAND,Boogie Boarding,Female,NO,Other sharks,feb
2010,UNPROVOKED,BRAZIL,Surfing,Male,NO,Other sharks,jan
2010,UNPROVOKED,SOUTH AFRICA,Standing,Male,YES,White shark,jan
2010,UNPROVOKED,AUSTRALIA,Snorkeling,Female,NO,White shark,jan
2009,UNPROVOKED,MOZAMBIQUE,Swimming,Male,NO,Other sharks,dec
2009,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,dec
2009,UNPROVOKED,NEW ZEALAND,Swimming to shore from capsized kayak,Male,YES,White shark,dec
2009,PROVOKED,USA,Diving,Male,NO,Other sharks,dec
2009,UNPROVOKED,USA,Wading,Male,NO,Other sharks,nov
2009,UNPROVOKED,USA,Fishing,Male,NO,Other sharks,nov
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2009,UNPROVOKED,AUSTRALIA,Kayaking,Male,NO,Other sharks,nov
2009,BOAT,AUSTRALIA,Kayaking,Male,NO,White shark,oct
2009,UNPROVOKED,MOZAMBIQUE,Spearfishing,Male,NO,Other sharks,oct
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2009,PROVOKED,SCOTLAND,Diving,Male,NO,Other sharks,oct
2009,UNPROVOKED,AUSTRALIA,Diving,Male,NO,Other sharks,oct
2009,PROVOKED,UNITED KINGDOM,Fishing,Male,NO,Other sharks,oct
2009,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,sep
2009,INVALID,USA,Swimming,Male,YES,Other sharks,sep
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2009,UNPROVOKED,SOUTH AFRICA,Surfing,Male,YES,White shark,aug
2009,UNPROVOKED,USA,Swimming,Female,NO,White shark,aug
2009,UNPROVOKED,SOUTH AFRICA,Body boarding,Male,NO,White shark,aug
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2009,UNPROVOKED,USA,Wade Fishing,Male,NO,Other sharks,aug
2009,PROVOKED,BAHAMAS,Spearfishing,Male,NO,Other sharks,jul
2009,UNPROVOKED,USA,Paddle-surfing,Male,NO,Other sharks,jul
2009,PROVOKED,USA,Swimming,Female,NO,Other sharks,jul
2009,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,jun
2009,PROVOKED,VIETNAM,Fishing for sharks,Male,NO,White shark,jun
2009,UNPROVOKED,EGYPT,Scuba diving,Male,NO,White shark,jun
2009,UNPROVOKED,EGYPT,Scuba diving,Male,NO,White shark,jun
2009,UNPROVOKED,EGYPT,Snorkeling,Female,YES,White shark,jun
2009,PROVOKED,TAIWAN,Fishing,Male,NO,Other sharks,may
2009,PROVOKED,USA,Swimming,Male,NO,Other sharks,may
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,may
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,may
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,may
2009,PROVOKED,GUAM,Spearfishing,Male,NO,Other sharks,may
2009,PROVOKED,BAHAMAS,Spearfishing,Male,NO,Other sharks,mar
2009,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2009,UNPROVOKED,AUSTRALIA,Surf skiing ,Male,NO,Other sharks,apr
2009,UNPROVOKED,USA,Spearfishing,Male,NO,White shark,apr
2009,PROVOKED,SOUTH AFRICA,Fishing ,Male,NO,Other sharks,mar
2009,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,mar
2009,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,mar
2009,UNPROVOKED,MALAYSIA,Feeding fish,Female,NO,Other sharks,mar
2009,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,mar
2009,PROVOKED,AUSTRALIA,Wading,Male,NO,Other sharks,mar
2009,PROVOKED,SOUTH AFRICA,Fishing,Male,NO,Other sharks,mar
2009,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,mar
2009,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,feb
2009,UNPROVOKED,AUSTRALIA,"Diving, but on the surface when bitten by the shark",Male,NO,Other sharks,feb
2009,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,feb
2009,UNPROVOKED,CUBA,Spearfishing,Male,NO,Other sharks,jan
2009,UNPROVOKED,SOUTH AFRICA,Swimming,Male,YES,Other sharks,jan
2009,BOAT,AUSTRALIA,Fishing,Male,NO,White shark,jan
2009,UNPROVOKED,AUSTRALIA,Snorkeling,Male,NO,Other sharks,jan
2009,UNPROVOKED,AUSTRALIA,Surfing,Female,NO,White shark,jan
2009,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,jan
2009,UNPROVOKED,NEW ZEALAND,Swimming,Male,NO,Other sharks,jan
2008,BOAT,AUSTRALIA,Kayaking,Male,NO,White shark,dec
2008,UNPROVOKED,AUSTRALIA,Snorkeling,Male,YES,White shark,dec
2008,BOAT,USA,Kayaking,Male,NO,White shark,dec
2008,UNPROVOKED,NEW ZEALAND,Fishing,Male,NO,Other sharks,dec
2008,PROVOKED,SOUTH AFRICA,Fishing,Male,NO,Other sharks,dec
2008,UNPROVOKED,EGYPT,Scuba diving,Female,NO,White shark,nov
2008,BOAT,AUSTRALIA,Fishing,Male,NO,Other sharks,nov
2008,PROVOKED,AUSTRALIA,Scuba diving,Male,NO,Other sharks,oct
2008,UNPROVOKED,NEW CALEDONIA,Spearfishing,Male,NO,Other sharks,oct
2008,PROVOKED,AUSTRALIA,Fishing,Male,NO,Other sharks,oct
2008,UNPROVOKED,CROATIA,Spearfishing,Male,NO,White shark,oct
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2008,PROVOKED,AUSTRALIA,Swimming,Male,NO,Other sharks,sep
2008,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,sep
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2008,UNPROVOKED,USA,Surfing,Male,NO,White shark,sep
2008,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,sep
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2008,PROVOKED,ENGLAND,Fishing,Male,NO,Other sharks,aug
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2008,UNPROVOKED,USA,Treading water,Female,NO,Other sharks,aug
2008,UNPROVOKED,USA,Diving,Male,NO,Other sharks,aug
2008,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,jul
2008,UNPROVOKED,PANAMA,Swimming or surfing,Male,NO,Other sharks,jul
2008,UNPROVOKED,MEXICO,Swimming,Male,NO,Other sharks,jul
2008,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jul
2008,UNPROVOKED,USA,Wading,Male,NO,Other sharks,jul
2008,UNPROVOKED,USA,Wading,Female,NO,Other sharks,jul
2008,UNPROVOKED,USA,Wading,Male,NO,Other sharks,jul
2008,UNPROVOKED,EGYPT,Diving,Male,NO,White shark,jul
2008,UNPROVOKED,BAHAMAS,Spearfishing,Male,NO,Other sharks,jun
2008,UNPROVOKED,SOUTH AFRICA,Surf skiing ,Male,NO,White shark,jun
2008,UNPROVOKED,SOUTH AFRICA,Spearfishing (free diving),Male,NO,White shark,jun
2008,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2008,BOAT,USA,Kayaking,Female,NO,White shark,jun
2008,UNPROVOKED,USA,Body surfing,Female,NO,Other sharks,jun
2008,UNPROVOKED,BRAZIL,Swimming,Male,NO,Other sharks,jun
2008,SEA DISASTER,BAHAMAS,Sea Disaster,Male,NO,Other sharks,may
2008,UNPROVOKED,MEXICO,Surfing,Male,NO,Other sharks,may
2008,UNPROVOKED,MEXICO,Surfing,Male,YES,Other sharks,may
2008,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,White shark,may
2008,UNPROVOKED,NEW CALEDONIA,Fishing,Male,NO,Other sharks,may
2008,UNPROVOKED,MEXICO,Surfing,Male,YES,Other sharks,apr
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2008,UNPROVOKED,NEW CALEDONIA,Swimming,Male,NO,Other sharks,apr
2008,UNPROVOKED,USA,Swimming,Male,YES,White shark,apr
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2008,UNPROVOKED,USA,Wading,Male,NO,Other sharks,mar
2008,UNPROVOKED,AUSTRALIA,Body boarding,Male,YES,Other sharks,apr
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2008,UNPROVOKED,USA,Boogie Boarding,Male,NO,Other sharks,mar
2008,UNPROVOKED,USA,Walking out of the water after surfing,Male,NO,Other sharks,mar
2008,UNPROVOKED,USA,Jet skiing,Male,NO,Other sharks,mar
2008,UNPROVOKED,USA,Surfing,Male,NO,White shark,mar
2008,UNPROVOKED,BAHAMAS,Diving,Male,YES,Other sharks,feb
2008,UNPROVOKED,AUSTRALIA,Surfing,Female,NO,Other sharks,feb
2008,UNPROVOKED,USA,Surf-skiing,Male,NO,Other sharks,feb
2008,UNPROVOKED,SOUTH AFRICA,Surf-skiing,Male,NO,Other sharks,jan
2008,PROVOKED,AUSTRALIA,Accidentally stood on hooked shark's tail before attempting to gut it ,Male,NO,Other sharks,jan
2008,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jan
2007,UNPROVOKED,ECUADOR,Surfing,Male,NO,Other sharks,dec
2007,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,dec
2007,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,Other sharks,dec
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,dec
2007,UNPROVOKED,BRAZIL,Removing fish from a trap,Male,NO,Other sharks,dec
2007,PROVOKED,AUSTRALIA,Fishing,Male,NO,Other sharks,nov
2007,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,nov
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2007,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,White shark,nov
2007,UNPROVOKED,USA,Floating,Male,NO,Other sharks,oct
2007,UNPROVOKED,AUSTRALIA,Surf-skiing,Female,NO,White shark,oct
2007,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,oct
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2007,UNPROVOKED,NEW CALEDONIA,Swimming,Female,YES,Other sharks,sep
2007,UNPROVOKED,BAHAMAS,Spearfishing,Female,NO,Other sharks,sep
2007,UNPROVOKED,USA,Surfing,Female,NO,White shark,sep
2007,UNPROVOKED,EGYPT,Swimming,Female,NO,White shark,sep
2007,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,sep
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2007,UNPROVOKED,SOLOMON ISLANDS,Spearfishing,Male,NO,Other sharks,sep
2007,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,sep
2007,UNPROVOKED,USA,Snorkeling,Male,NO,Other sharks,sep
2007,UNPROVOKED,USA,Jumping,Female,NO,Other sharks,sep
2007,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,sep
2007,UNPROVOKED,USA,Body boarding,Male,NO,Other sharks,aug
2007,UNPROVOKED,USA,Surfing,Male,NO,White shark,aug
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2007,PROVOKED,USA,Diving,Male,NO,Other sharks,aug
2007,PROVOKED,USA,Fishing,Male,NO,Other sharks,aug
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2007,UNPROVOKED,USA,Floating near boat & observing bioluminesce,Male,NO,Other sharks,aug
2007,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,aug
2007,UNPROVOKED,USA,Jumped into the water,Female,NO,Other sharks,aug
2007,UNPROVOKED,USA,Surf paddling,Male,NO,White shark,jul
2007,BOAT,USA,Kayak Fishing,Male,NO,White shark,jul
2007,UNPROVOKED,USA,Snorkeling,Male,NO,Other sharks,jul
2007,UNPROVOKED,AUSTRALIA,Wading,Male,NO,Other sharks,jul
2007,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jul
2007,PROVOKED,NORWAY,Scuba diving,Male,NO,Other sharks,jul
2007,UNPROVOKED,USA,Wading,Female,NO,Other sharks,jul
2007,UNPROVOKED,BAHAMAS,Spearfishing,Female,NO,Other sharks,jul
2007,UNPROVOKED,REUNION,Body boarding,Male,NO,Other sharks,jul
2007,PROVOKED,USA,Removing hook from shark,Male,NO,Other sharks,jun
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2007,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,jun
2007,PROVOKED,USA,Reviving a sedated shark,Female,NO,Other sharks,may
2007,PROVOKED,ENGLAND,Fishing,Male,NO,Other sharks,may
2007,UNPROVOKED,AUSTRALIA,Wading,Female,NO,Other sharks,may
2007,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,may
2007,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,may
2007,UNPROVOKED,SEYCHELLES,Snorkeling,Male,NO,White shark,may
