Year,Type,Country,Activity,Sex,Fatal,Sharks,Month
2007,UNPROVOKED,USA,Snorkeling,Female,NO,Other sharks,may
2007,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,may
2007,UNPROVOKED,AUSTRALIA,Swimming / jumping off a jetty,Female,NO,Other sharks,apr
2007,UNPROVOKED,USA,Body boarding,Male,NO,Other sharks,apr
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2007,UNPROVOKED,NEW CALEDONIA,Surfing,Male,NO,Other sharks,apr
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2007,UNPROVOKED,AUSTRALIA,Surfing,Female,NO,Other sharks,mar
2007,PROVOKED,USA,Shark fishing,Male,NO,Other sharks,mar
2007,UNPROVOKED,AUSTRALIA,Swimming,Female,NO,Other sharks,mar
2007,PROVOKED,NEW ZEALAND,Spearfishing,Male,NO,Other sharks,mar
2007,UNPROVOKED,NEW CALEDONIA,Spearfishing (free diving),Male,NO,Other sharks,jan
2007,UNPROVOKED,AUSTRALIA,Diving,Male,NO,White shark,jan
2007,UNPROVOKED,SOUTH AFRICA,Swimming / Body Surfing,Male,YES,Other sharks,jan
2007,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,jan
2007,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jan
2006,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,dec
2006,UNPROVOKED,NEW ZEALAND,Surfing,Male,NO,Other sharks,dec
2006,UNPROVOKED,USA,Surfing,Male,NO,White shark,dec
2006,PROVOKED,SOUTH AFRICA,Fishing,Male,NO,Other sharks,dec
2006,UNPROVOKED,AUSTRALIA,Body boarding,Male,NO,White shark,dec
2006,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,nov
2006,PROVOKED,SOUTH AFRICA,Canoeing,Male,NO,Other sharks,nov
2006,UNPROVOKED,USA,Surfing,Male,NO,White shark,oct
2006,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2006,UNPROVOKED,USA,Playing soccer in the water,Male,NO,Other sharks,oct
2006,PROVOKED,USA,Diving / Kissing the shark,Male,NO,Other sharks,sep
2006,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,sep
2006,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2006,UNPROVOKED,USA,Standing,Male,NO,Other sharks,sep
2006,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,White shark,sep
2006,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,aug
2006,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,aug
2006,UNPROVOKED,SOUTH AFRICA,Lifesaving drill,Male,NO,White shark,aug
2006,UNPROVOKED,USA,Surfing,Male,NO,White shark,jul
2006,INVALID,USA,Boogie Boarding,Male,NO,Other sharks,jul
2006,UNPROVOKED,SOUTH AFRICA,Surf-skiing,Male,NO,White shark,jul
2006,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jul
2006,UNPROVOKED,USA,Surf fishing,Male,NO,Other sharks,jul
2006,UNPROVOKED,USA,Standing,Male,NO,Other sharks,jul
2006,UNPROVOKED,USA,Body boarding,Female,NO,Other sharks,jul
2006,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,jun
2006,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2006,UNPROVOKED,USA,Playing,Female,NO,Other sharks,jun
2006,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,jun
2006,UNPROVOKED,USA,Spearfishing,Male,NO,Other sharks,may
2006,PROVOKED,USA,Spearfishing,Male,NO,Other sharks,may
2006,UNPROVOKED,USA,Scuba diving,Female,NO,Other sharks,may
2006,PROVOKED,AUSTRALIA,Snorkeling,Male,NO,Other sharks,may
2006,PROVOKED,USA,Fishing,Male,NO,Other sharks,apr
2006,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,apr
2006,UNPROVOKED,SOUTH AFRICA,Body boarding,Male,NO,Other sharks,apr
2006,UNPROVOKED,BRAZIL,Swimming,Male,NO,Other sharks,apr
2006,UNPROVOKED,SIERRA LEONE,Fishing,Male,YES,Other sharks,mar
2006,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,mar
2006,UNPROVOKED,FIJI,Surfing,Male,NO,Other sharks,mar
2006,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,mar
2006,UNPROVOKED,USA,Standing,Female,NO,Other sharks,feb
2006,BOAT,AUSTRALIA,Fishing,Male,NO,White shark,feb
2006,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,feb
2006,UNPROVOKED,TONGA,Swimming,Female,YES,Other sharks,feb
2006,BOAT,USA,Kayaking,Male,NO,Other sharks,feb
2006,BOAT,,Competing in the Woodvale Atlantic Rowing Race,Male,NO,Other sharks,jan
2006,UNPROVOKED,AUSTRALIA,Scuba diving,Male,NO,White shark,jan
2006,UNPROVOKED,AUSTRALIA,Swimming,Female,YES,Other sharks,jan
2006,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jan
2006,UNPROVOKED,SOUTH AFRICA,Diving for crayfish,Male,NO,Other sharks,jan
2005,UNPROVOKED,USA,Surfing,Male,NO,White shark,dec
2005,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,dec
2005,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,White shark,dec
2005,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2005,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,nov
2005,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2005,PROVOKED,SOUTH AFRICA,Fishing for sharks,Male,NO,Other sharks,nov
2005,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2005,UNPROVOKED,USA,Surfing,Male,NO,White shark,nov
2005,UNPROVOKED,USA,Wading,Male,NO,Other sharks,oct
2005,UNPROVOKED,ST. MAARTIN,Standing,Male,NO,Other sharks,oct
2005,UNPROVOKED,SOUTH AFRICA,Standing / Surfing,Male,NO,Other sharks,oct
2005,UNPROVOKED,USA,Surfing,Male,NO,White shark,oct
2005,UNPROVOKED,USA,Surfing,Female,NO,White shark,oct
2005,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2005,UNPROVOKED,GRAND CAYMAN,Scuba diving,Female,NO,Other sharks,oct
2005,UNPROVOKED,SOUTH AFRICA,Surf-skiing,Male,NO,White shark,oct
2005,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,sep
2005,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,sep
2005,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,sep
2005,UNPROVOKED,USA,Body surfing,Female,NO,Other sharks,sep
2005,UNPROVOKED,USA,Wading,Female,NO,Other sharks,sep
2005,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,White shark,sep
2005,PROVOKED,THAILAND,Removing shark from net,Male,YES,Other sharks,sep
2005,UNPROVOKED,AUSTRALIA,Scuba diving,Male,YES,White shark,aug
2005,UNPROVOKED,USA,Surfing,Male,NO,White shark,aug
2005,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,aug
2005,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2005,PROVOKED,CHINA,Scuba diving in aquarium tank,Male,NO,Other sharks,jul
2005,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jul
2005,UNPROVOKED,USA,Holding onto an inflatable boat,Female,NO,Other sharks,jul
2005,UNPROVOKED,USA,Fishing,Male,NO,Other sharks,jun
2005,UNPROVOKED,USA,Swimming with boogie board,Female,YES,Other sharks,jun
2005,UNPROVOKED,VANUATU,Swimming,Female,YES,Other sharks,jun
2005,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2005,UNPROVOKED,SOUTH KOREA,Diving,Female,NO,White shark,jun
2005,UNPROVOKED,SOUTH AFRICA,Spearfishing (Free diving),Male,YES,White shark,jun
2005,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,may
2005,UNPROVOKED,USA,Crouching in 2' of water,Female,NO,Other sharks,may
2005,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,may
2005,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,may
2005,UNPROVOKED,MADAGASCAR,Fishing,Male,NO,Other sharks,may
2005,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,may
2005,PROVOKED,AUSTRALIA,Fishing,Male,NO,Other sharks,apr
2005,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,apr
2005,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,apr
2005,UNPROVOKED,USA,Wading,Female,NO,Other sharks,apr
2005,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,mar
2005,UNPROVOKED,AUSTRALIA,Snorkeling,Male,YES,White shark,mar
2005,PROVOKED,USA,Diving in aquarium display tank,Male,NO,Other sharks,mar
2005,PROVOKED,NEW ZEALAND,Fishing,Male,NO,Other sharks,mar
2005,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,Other sharks,feb
2005,PROVOKED,USA,Spearfishing,Male,NO,Other sharks,feb
2005,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,feb
2005,UNPROVOKED,USA,Spearfishing,Male,NO,Other sharks,feb
2005,UNPROVOKED,CUBA,Swimming,Male,NO,Other sharks,jan
2005,PROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,jan
2005,BOAT,NEW ZEALAND,Fishing from a kayak,Male,NO,White shark,jan
2004,UNPROVOKED,AUSTRALIA,Scurfing (surfboard being  towed behind a boat),Male,YES,White shark,dec
2004,UNPROVOKED,AUSTRALIA,Spearfishing,Male,YES,Other sharks,dec
2004,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,nov
2004,UNPROVOKED,SOUTH AFRICA,Playing,Male,NO,Other sharks,nov
2004,UNPROVOKED,SOUTH AFRICA,Swimming,Female,YES,White shark,nov
2004,UNPROVOKED,CUBA,Diving,Male,NO,Other sharks,oct
2004,UNPROVOKED,SOUTH AFRICA,Chumming for white sharks,Male,NO,White shark,oct
2004,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,oct
2004,UNPROVOKED,USA,Surfing,Male,NO,White shark,oct
2004,UNPROVOKED,USA,Spearfishing,Male,NO,Other sharks,oct
2004,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,oct
2004,UNPROVOKED,REUNION,Body boarding,Male,NO,Other sharks,oct
2004,UNPROVOKED,USA,Surfing,Male,NO,White shark,sep
2004,UNPROVOKED,USA,Jumping,Female,NO,Other sharks,sep
2004,UNPROVOKED,BRAZIL,Bathing,Male,NO,Other sharks,aug
2004,UNPROVOKED,USA,Surfing,Male,NO,White shark,aug
2004,UNPROVOKED,USA,Diving,Male,YES,White shark,aug
2004,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,aug
2004,UNPROVOKED,RUSSIA,Diving & fishing with net,Male,NO,White shark,jul
2004,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,jul
2004,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,jul
2004,UNPROVOKED,USA,Wading / fishing & carrying a bag of fish,Male,NO,Other sharks,jul
2004,UNPROVOKED,JAPAN,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,Male,NO,Other sharks,jul
2004,UNPROVOKED,AUSTRALIA,Surfing,Male,YES,Other sharks,jul
2004,UNPROVOKED,EGYPT,Snorkeling,Female,NO,Other sharks,jul
2004,UNPROVOKED,USA,Wading,Male,NO,Other sharks,jul
2004,UNPROVOKED,USA,Surfing,Male,NO,White shark,jun
2004,UNPROVOKED,AUSTRALIA,Body boarding,Male,NO,Other sharks,jun
2004,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2004,UNPROVOKED,SOUTH AFRICA,"Swimming, poaching perlemoen",Male,YES,White shark,jun
2004,UNPROVOKED,USA,Wading,Male,NO,Other sharks,may
2004,UNPROVOKED,BRAZIL,Swimming,Male,NO,Other sharks,may
2004,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,may
2004,PROVOKED,BAHAMAS,Free diving & spearfishing,Male,NO,Other sharks,may
2004,UNPROVOKED,USA,Tandem surfing,Male,NO,Other sharks,may
2004,UNPROVOKED,AUSTRALIA,Diving,Male,NO,Other sharks,apr
2004,UNPROVOKED,TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Male,YES,Other sharks,apr
2004,INVALID,TONGA,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Male,YES,Other sharks,apr
2004,UNPROVOKED,USA,Surfing,Male,YES,Other sharks,apr
2004,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,White shark,apr
2004,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2004,UNPROVOKED,BRAZIL,Body boarding,Male,NO,Other sharks,mar
2004,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2004,UNPROVOKED,REUNION,Surfing,Male,NO,Other sharks,mar
2004,UNPROVOKED,USA,Snorkeling,Female,NO,Other sharks,mar
2004,UNPROVOKED,NEW ZEALAND,Spearfishing,Male,NO,Other sharks,mar
2004,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2004,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,mar
2004,UNPROVOKED,NEW ZEALAND,Surfing,Male,NO,Other sharks,feb
2004,UNPROVOKED,AUSTRALIA,Snorkeling,Male,NO,Other sharks,feb
2004,UNPROVOKED,AUSTRALIA,Scuba diving,Male,NO,White shark,jan
2004,UNPROVOKED,URUGUAY,Surfing,Male,NO,Other sharks,jan
2004,UNPROVOKED,VENEZUELA,Swimming,Male,NO,Other sharks,jan
2004,UNPROVOKED,VENEZUELA,Spearfishing,Male,NO,Other sharks,jan
2004,BOAT,SOUTH AFRICA,Surf skiing,Male,NO,Other sharks,jan
2004,UNPROVOKED,AUSTRALIA,Diving,Male,NO,Other sharks,jan
2004,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,Other sharks,jan
2003,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,Other sharks,nov
2003,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,Other sharks,nov
2003,UNPROVOKED,SOUTH AFRICA,Spearfishing,Male,YES,Other sharks,nov
2003,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,nov
2003,UNPROVOKED,INDIA,Swimming or surfing,Male,NO,Other sharks,nov
2003,UNPROVOKED,EGYPT,Snorkeling,Male,NO,White shark,nov
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2003,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,oct
2003,UNPROVOKED,USA,Surfing,Female,NO,Other sharks,oct
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2003,INVALID,USA,Swimming to shore from boat or kayak,Male,YES,Other sharks,oct
2003,UNPROVOKED,USA,Wading near a fishing net,Female,NO,Other sharks,oct
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2003,UNPROVOKED,USA,Body boarding,Male,NO,Other sharks,sep
2003,UNPROVOKED,USA,"Standing, stepped on shark",Male,NO,Other sharks,sep
2003,UNPROVOKED,SOUTH AFRICA,Body boarding,Male,YES,White shark,sep
2003,PROVOKED,USA,Fishing,Male,NO,Other sharks,aug
2003,UNPROVOKED,USA,"Swimming, wearing black wetsuit & swim fins",Female,YES,White shark,aug
2003,UNPROVOKED,SOUTH AFRICA,Sitting on surfboard,Male,NO,White shark,aug
2003,UNPROVOKED,BAHAMAS,Spearfishing,Male,NO,Other sharks,jul
2003,PROVOKED,USA,"Walking, carrying surfboard & stepped on shark",Male,NO,Other sharks,jul
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jul
2003,UNPROVOKED,BAHAMAS,Spearfishing,Male,NO,Other sharks,jul
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2003,UNPROVOKED,USA,Standing,Female,NO,Other sharks,jun
2003,UNPROVOKED,USA,Swimming with pod of dolphins,Male,NO,Other sharks,jun
2003,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2003,UNPROVOKED,USA,Surfing ,Male,NO,Other sharks,jun
2003,UNPROVOKED,USA,Wading,Male,NO,Other sharks,may
2003,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,may
2003,PROVOKED,USA,Surfing,Male,NO,Other sharks,may
2003,UNPROVOKED,BRAZIL,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Jumping,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Swimming (using a float),Male,NO,Other sharks,apr
2003,UNPROVOKED,VENEZUELA,Surfing,Male,NO,Other sharks,apr
2003,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2003,PROVOKED,USA,Petting captive sharks,Female,NO,Other sharks,mar
2003,UNPROVOKED,NEW ZEALAND,Scuba diving,Male,NO,White shark,feb
2003,UNPROVOKED,AUSTRALIA,Wading,Male,NO,Other sharks,feb
2003,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,feb
2003,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,Other sharks,feb
2003,UNPROVOKED,AUSTRALIA,Swimming,Male,YES,Other sharks,feb
2003,UNPROVOKED,COSTA RICA,Surfing,Male,NO,Other sharks,jan
2003,UNPROVOKED,AUSTRALIA,Surfing,Female,NO,Other sharks,jan
2002,UNPROVOKED,AUSTRALIA,Snorkeling,Female,NO,Other sharks,dec
2002,UNPROVOKED,SOUTH AFRICA,Snorkeling,Male,NO,White shark,dec
2002,UNPROVOKED,AUSTRALIA,Scuba diving,Male,NO,Other sharks,dec
2002,UNPROVOKED,AUSTRALIA,Swimming,Male,YES,Other sharks,dec
2002,UNPROVOKED,MICRONESIA,Scuba diving,Male,NO,Other sharks,nov
2002,UNPROVOKED,USA,Body boarding,Male,NO,White shark,nov
2002,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,nov
2002,UNPROVOKED,TURKS & CAICOS,Snorkeling,Female,NO,Other sharks,nov
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,nov
2002,UNPROVOKED,USA,Boogie boarding,Male,NO,Other sharks,nov
2002,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,oct
2002,UNPROVOKED,BRAZIL,Swimming,Male,YES,Other sharks,oct
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2002,UNPROVOKED,USA,Fishing from Surfboard,Male,NO,Other sharks,sep
2002,PROVOKED,USA,Fishing,Male,NO,Other sharks,sep
2002,PROVOKED,TONGA,Swimming,Male,NO,Other sharks,sep
2002,UNPROVOKED,USA,Boogie boarding or Surfing,Male,NO,Other sharks,sep
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,sep
2002,UNPROVOKED,BRAZIL,Swimming,Male,NO,Other sharks,sep
2002,UNPROVOKED,SOUTH AFRICA,Surf skiing,Male,NO,White shark,sep
2002,UNPROVOKED,USA,Boogie boarding,Male,NO,Other sharks,sep
2002,PROVOKED,USA,"Wading, when he stepped on the shark",Male,NO,Other sharks,sep
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2002,PROVOKED,UNITED KINGDOM,Diving,Male,NO,Other sharks,aug
2002,UNPROVOKED,USA,Standing,Male,NO,Other sharks,aug
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jul
2002,UNPROVOKED,USA,Swimming,Female,NO,Other sharks,jul
2002,PROVOKED,USA,Shark Fishing,Male,YES,Other sharks,jul
2002,UNPROVOKED,BRAZIL,Surfing,Male,NO,Other sharks,jul
2002,UNPROVOKED,USA,Standing,Female,NO,Other sharks,jul
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jun
2002,UNPROVOKED,SOUTH AFRICA,Snorkeling (filming the sardine run),Male,NO,Other sharks,jun
2002,UNPROVOKED,USA,Surfing,Male,NO,White shark,may
2002,UNPROVOKED,USA,Floating on a raft,Male,NO,Other sharks,may
2002,PROVOKED,USA,"Fishing, removing the shark from his line",Male,NO,Other sharks,may
2002,UNPROVOKED,COSTA RICA,Surfing,Male,NO,Other sharks,may
2002,UNPROVOKED,USA,Fishing,Male,NO,Other sharks,may
2002,UNPROVOKED,AUSTRALIA,Scallop diving (using surface-supplied air & a POD) ,Male,YES,White shark,apr
2002,UNPROVOKED,USA,"Surfing, but standing in water alongside board",Male,NO,Other sharks,apr
2002,UNPROVOKED,BAHAMAS,Standing,Male,NO,Other sharks,apr
2002,UNPROVOKED,USA,Wading,Male,NO,Other sharks,apr
2002,UNPROVOKED,USA,Swimming / Wading,Male,NO,Other sharks,apr
2002,UNPROVOKED,USA,Body-boarding,Male,NO,Other sharks,mar
2002,UNPROVOKED,USA,Wading,Female,NO,Other sharks,mar
2002,UNPROVOKED,USA,Swimming /  boogie boarding,Male,NO,Other sharks,mar
2002,UNPROVOKED,USA,Snorkeling,Male,NO,Other sharks,mar
2002,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2002,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,feb
2002,BOAT,AUSTRALIA,Kayaking,Male,NO,Other sharks,feb
2002,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,jan
2002,UNPROVOKED,SOUTH AFRICA,Fishing,Male,NO,Other sharks,jan
2002,UNPROVOKED,SOUTH AFRICA,Surf skiing,Male,NO,Other sharks,jan
2002,UNPROVOKED,USA,Snorkeling,Male,NO,Other sharks,jan
2001,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,nov
2001,UNPROVOKED,SOUTH AFRICA,Kite-Boarding,Male,NO,Other sharks,oct
2001,UNPROVOKED,AUSTRALIA,Snorkeling,Female,NO,Other sharks,oct
2001,UNPROVOKED,MEXICO,Body surfing,Male,NO,Other sharks,sep
2001,PROVOKED,USA,"Surfing, fell off surfboard & stepped on the shark.",Male,NO,Other sharks,sep
2001,INVALID,USA,Wreck / Technical diving,Male,YES,Other sharks,sep
2001,UNPROVOKED,USA,Boogie boarding,Male,NO,Other sharks,sep
2001,PROVOKED,UNITED KINGDOM,Diving,Male,NO,Other sharks,sep
2001,INVALID,USA,Swimming,Female,NO,Other sharks,sep
2001,UNPROVOKED,USA,Swimming ,Male,YES,White shark,sep
2001,UNPROVOKED,USA,Swimming,Female,NO,White shark,sep
2001,UNPROVOKED,USA,Wading,Male,NO,Other sharks,sep
2001,UNPROVOKED,USA,Swimming ,Male,YES,Other sharks,sep
2001,UNPROVOKED,BAHAMAS,Spearfishing,Male,NO,Other sharks,aug
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,aug
2001,UNPROVOKED,BAHAMAS,Spearfishing,Male,NO,Other sharks,aug
2001,UNPROVOKED,THAILAND,Fell off banana boat,Male,NO,Other sharks,aug
2001,UNPROVOKED,USA,Boogie boarding,Male,NO,Other sharks,jul
2001,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jul
2001,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,jun
2001,PROVOKED,USA,Spearfishing,Male,NO,White shark,jun
2001,UNPROVOKED,USA,Wading,Female,NO,Other sharks,jun
2001,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,may
2001,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,White shark,may
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,may
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2001,UNPROVOKED,USA,Body boarding,Male,NO,Other sharks,apr
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,apr
2001,UNPROVOKED,USA,Surfing,Male,NO,White shark,apr
2001,UNPROVOKED,SOUTH AFRICA,Surfing,Male,NO,White shark,apr
2001,PROVOKED,AUSTRALIA,Snorkeling,Male,NO,Other sharks,apr
2001,UNPROVOKED,USA,Standing alongside surfboard,Male,NO,Other sharks,apr
2001,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,apr
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,mar
2001,UNPROVOKED,AUSTRALIA,Surfing,Male,NO,Other sharks,feb
2001,BOAT,AUSTRALIA,Kayaking,Male,NO,Other sharks,jan
2001,UNPROVOKED,CUBA,Swimming,Female,NO,Other sharks,jan
2001,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,jan
2001,BOAT,NEW ZEALAND,Kayaking,Male,NO,White shark,jan
2000,UNPROVOKED,FIJI,Swimming back from anchored sailboat,Male,YES,Other sharks,dec
2000,UNPROVOKED,CANADA,Diving for sea urchins,Male,NO,Other sharks,dec
2000,UNPROVOKED,AUSTRALIA,Spearfishing,Male,NO,Other sharks,dec
2000,UNPROVOKED,AUSTRALIA,Diving (shell maintenance),Male,NO,Other sharks,nov
2000,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,nov
2000,UNPROVOKED,AUSTRALIA,Swimming,Male,NO,White shark,nov
2000,UNPROVOKED,AUSTRALIA,Swimming,Male,YES,White shark,nov
2000,UNPROVOKED,USA,Surfing,Male,NO,White shark,nov
2000,UNPROVOKED,USA,Swimming / snorkeling,Female,NO,Other sharks,oct
2000,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2000,UNPROVOKED,USA,Surfing,Male,NO,Other sharks,oct
2000,UNPROVOKED,USA,Sitting on surfboard,Male,NO,White shark,sep
2000,UNPROVOKED,AUSTRALIA,Surfing,Male,YES,White shark,sep
2000,UNPROVOKED,AUSTRALIA,Surfing,Male,YES,White shark,sep
2000,PROVOKED,AUSTRALIA,Fell onto dead shark,Male,NO,Other sharks,sep
2000,UNPROVOKED,OKINAWA,Surfing,Male,YES,White shark,sep
2000,UNPROVOKED,USA,Swimming / Body surfing,Male,NO,Other sharks,sep
2000,UNPROVOKED,SOUTH AFRICA,Free diving,Male,NO,White shark,sep
2000,UNPROVOKED,TANZANIA,Swimming,Male,YES,Other sharks,sep
2000,UNPROVOKED,USA,Wading,Male,NO,Other sharks,sep
2000,UNPROVOKED,REUNION,Surfing,Male,NO,Other sharks,sep
2000,UNPROVOKED,USA,Swimming,Male,NO,Other sharks,aug
